Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional,Team
547,Tyrese Maxey,24.0,52,52,1960,477,1091,0.437,161,478,0.337,316,613,0.515,0.511,254,289,0.879,15,159,174,317,91,21,124,116,1369,1,CPOY-10,maxeyty01,Philadelphia 76Ers
548,Guerschon Yabusele,29.0,70,43,1895,282,563,0.501,104,274,0.38,178,289,0.616,0.593,100,138,0.725,134,261,395,148,58,24,87,164,768,0,,yabusgu01,Philadelphia 76Ers
549,Paul George,34.0,41,41,1334,245,570,0.43,96,268,0.358,149,302,0.493,0.514,79,97,0.814,24,195,219,178,75,20,106,101,665,0,,georgpa01,Philadelphia 76Ers
550,Ricky Council IV,23.0,73,12,1250,177,463,0.382,55,213,0.258,122,250,0.488,0.442,123,153,0.804,51,163,214,97,32,13,52,67,532,0,,councri01,Philadelphia 76Ers
551,Justin Edwards,21.0,44,26,1155,172,378,0.455,69,190,0.363,103,188,0.548,0.546,32,46,0.696,46,102,148,69,45,16,49,98,445,0,,edwarju01,Philadelphia 76Ers
552,Caleb Martin,29.0,31,24,943,101,232,0.435,33,87,0.379,68,145,0.469,0.506,46,74,0.622,43,93,136,69,34,20,43,63,281,0,,martica02,Philadelphia 76Ers
553,Quentin Grimes,24.0,28,25,943,215,458,0.469,82,220,0.373,133,238,0.559,0.559,100,133,0.752,29,116,145,127,42,12,80,60,612,0,,grimequ01,Philadelphia 76Ers
554,Adem Bona,21.0,58,11,905,135,192,0.703,0,1,0.0,135,191,0.707,0.703,67,100,0.67,92,153,245,27,26,69,61,125,337,0,,bonaad01,Philadelphia 76Ers
555,Eric Gordon,36.0,39,13,768,87,204,0.426,56,137,0.409,31,67,0.463,0.564,36,48,0.75,8,38,46,65,26,12,28,32,266,0,,gordoer01,Philadelphia 76Ers
556,Andre Drummond,31.0,40,23,751,117,234,0.5,3,20,0.15,114,214,0.533,0.506,56,90,0.622,109,201,310,34,39,18,55,94,293,0,,drumman01,Philadelphia 76Ers
557,Jared Butler,24.0,28,17,682,118,277,0.426,45,128,0.352,73,149,0.49,0.507,40,46,0.87,11,58,69,138,30,8,51,57,321,0,,butleja02,Philadelphia 76Ers
558,Kyle Lowry,38.0,35,12,659,41,117,0.35,29,88,0.33,12,29,0.414,0.474,27,33,0.818,11,56,67,96,33,11,21,62,138,0,,lowryky01,Philadelphia 76Ers
559,Jeff Dowtin Jr.,27.0,41,3,621,112,230,0.487,28,70,0.4,84,160,0.525,0.548,33,45,0.733,12,48,60,78,24,12,15,29,285,0,,dowtije01,Philadelphia 76Ers
560,Jared McCain,20.0,23,8,592,126,274,0.46,51,133,0.383,75,141,0.532,0.553,49,56,0.875,13,43,56,60,15,0,37,37,352,0,ROY-7,mccaija01,Philadelphia 76Ers
561,Joel Embiid,30.0,19,19,574,140,315,0.444,23,77,0.299,117,238,0.492,0.481,149,169,0.882,36,119,155,85,14,18,62,42,452,1,,embiijo01,Philadelphia 76Ers
562,KJ Martin,24.0,24,7,480,61,99,0.616,8,21,0.381,53,78,0.679,0.657,24,29,0.828,21,51,72,19,11,16,12,62,154,0,,martike04,Philadelphia 76Ers
563,Lonnie Walker IV,26.0,20,7,477,89,212,0.42,45,127,0.354,44,85,0.518,0.526,24,30,0.8,6,57,63,50,10,5,25,27,247,0,,walkelo01,Philadelphia 76Ers
564,Reggie Jackson,34.0,31,1,384,52,133,0.391,25,74,0.338,27,59,0.458,0.485,7,9,0.778,8,34,42,45,16,3,17,34,136,0,,jacksre01,Philadelphia 76Ers
565,Jalen Hood-Schifino,21.0,13,0,301,36,97,0.371,14,46,0.304,22,51,0.431,0.443,16,19,0.842,2,24,26,36,5,6,17,22,102,0,,hoodsja01,Philadelphia 76Ers
566,Marcus Bagley,23.0,10,4,253,27,69,0.391,5,32,0.156,22,37,0.595,0.428,8,10,0.8,23,47,70,10,9,12,7,16,67,0,,baglema02,Philadelphia 76Ers
567,Alex Reese,25.0,14,0,214,25,53,0.472,15,41,0.366,10,12,0.833,0.613,9,12,0.75,8,38,46,4,10,10,6,21,74,0,,reeseal01,Philadelphia 76Ers
568,Chuma Okeke,26.0,7,3,171,18,33,0.545,10,22,0.455,8,11,0.727,0.697,2,3,0.667,20,23,43,13,5,3,3,5,48,0,,okekech01,Philadelphia 76Ers
569,Oshae Brissett,26.0,6,2,142,19,39,0.487,6,18,0.333,13,21,0.619,0.564,8,14,0.571,7,15,22,4,4,3,8,14,52,0,,brissos01,Philadelphia 76Ers
570,Colin Castleton,24.0,5,0,98,12,24,0.5,0,4,0.0,12,20,0.6,0.5,6,9,0.667,16,21,37,10,1,1,1,13,30,0,,castlco01,Philadelphia 76Ers
571,Pete Nance,24.0,7,0,68,5,15,0.333,4,12,0.333,1,3,0.333,0.467,1,2,0.5,2,8,10,3,1,0,0,10,15,0,,nancepe01,Philadelphia 76Ers
572,Phillip Wheeler,22.0,5,0,44,3,21,0.143,0,10,0.0,3,11,0.273,0.143,2,2,1.0,2,6,8,2,1,2,1,1,8,0,,wheelph02,Philadelphia 76Ers
573,David Roddy,23.0,3,0,29,8,19,0.421,2,11,0.182,6,8,0.75,0.474,0,0,,2,7,9,3,2,0,1,1,18,0,,roddyda01,Philadelphia 76Ers
574,Isaiah Mobley,25.0,1,0,17,2,7,0.286,1,3,0.333,1,4,0.25,0.357,1,2,0.5,1,3,4,5,1,1,0,3,6,0,,mobleis01,Philadelphia 76Ers
575,Lester Quiñones,24.0,4,0,17,4,8,0.5,0,3,0.0,4,5,0.8,0.5,1,1,1.0,3,1,4,1,0,0,4,0,9,0,,quinole01,Philadelphia 76Ers
576,Team Totals,,82,82,19805,3254,7168,0.454,1041,3050,0.341,2213,4118,0.537,0.527,1439,1844,0.78,852,2411,3263,1901,752,366,1053,1556,8988,2,,-9999,Philadelphia 76Ers
577,Jalen Green,22.0,82,82,2697,608,1437,0.423,234,661,0.354,374,776,0.482,0.505,273,336,0.813,45,332,377,282,71,27,203,127,1723,0,,greenja05,Houston Rockets
578,Alperen Şengün,22.0,76,76,2395,567,1143,0.496,21,90,0.233,546,1053,0.519,0.505,296,428,0.692,262,524,786,372,84,61,194,209,1451,4,AS,sengual01,Houston Rockets
579,Dillon Brooks,29.0,75,75,2388,384,895,0.429,186,469,0.397,198,426,0.465,0.533,99,121,0.818,75,200,275,128,60,16,76,242,1053,0,,brookdi01,Houston Rockets
580,Amen Thompson,22.0,69,42,2225,388,697,0.557,25,91,0.275,363,606,0.599,0.575,169,247,0.684,192,372,564,265,97,89,138,167,970,3,DPOY-5DEF1,thompam01,Houston Rockets
581,Fred VanVleet,30.0,60,60,2111,287,759,0.378,159,461,0.345,128,298,0.43,0.483,111,137,0.81,32,189,221,333,94,25,87,140,844,0,,vanvlfr01,Houston Rockets
582,Jabari Smith Jr.,21.0,57,39,1716,248,566,0.438,98,277,0.354,150,289,0.519,0.525,104,126,0.825,105,294,399,60,25,41,61,123,698,0,,smithja05,Houston Rockets
583,Tari Eason,23.0,57,16,1420,272,559,0.487,63,184,0.342,209,375,0.557,0.543,79,104,0.76,128,234,362,83,97,50,65,136,686,0,,easonta01,Houston Rockets
584,Cam Whitmore,20.0,51,3,827,179,403,0.444,65,183,0.355,114,220,0.518,0.525,54,72,0.75,36,115,151,49,31,13,46,44,477,0,,whitmca01,Houston Rockets
585,Steven Adams,31.0,58,3,794,91,167,0.545,0,2,0.0,91,165,0.552,0.545,43,93,0.462,166,161,327,66,22,28,54,60,225,0,,adamsst01,Houston Rockets
586,Aaron Holiday,28.0,62,3,792,117,268,0.437,72,181,0.398,45,87,0.517,0.571,34,41,0.829,13,65,78,83,19,11,37,64,340,0,,holidaa01,Houston Rockets
587,Reed Sheppard,20.0,52,3,654,84,239,0.351,48,142,0.338,36,97,0.371,0.452,13,16,0.813,16,62,78,75,35,17,37,53,229,0,,sheppre01,Houston Rockets
588,Jae'Sean Tate,29.0,52,2,588,70,148,0.473,16,46,0.348,54,102,0.529,0.527,32,47,0.681,50,67,117,47,26,7,22,82,188,0,,tateja01,Houston Rockets
589,Jock Landale,29.0,42,3,500,81,152,0.533,11,26,0.423,70,126,0.556,0.569,27,40,0.675,56,81,137,37,13,10,21,49,200,0,,landajo01,Houston Rockets
590,Jeff Green,38.0,32,3,396,61,121,0.504,29,79,0.367,32,42,0.762,0.624,21,26,0.808,11,47,58,20,6,4,9,32,172,0,,greenje02,Houston Rockets
591,Jeenathan Williams,25.0,20,0,147,27,62,0.435,6,26,0.231,21,36,0.583,0.484,5,8,0.625,5,8,13,9,8,4,14,16,65,0,,willije02,Houston Rockets
592,N'Faly Dante,23.0,4,0,51,10,13,0.769,0,0,,10,13,0.769,0.769,4,5,0.8,6,15,21,2,1,5,2,9,24,0,,nfalyda01,Houston Rockets
593,Jack McVeigh,28.0,9,0,43,5,17,0.294,4,13,0.308,1,4,0.25,0.412,0,0,,2,3,5,1,0,2,2,3,14,0,,mcveija01,Houston Rockets
594,David Roddy,23.0,3,0,35,5,13,0.385,1,7,0.143,4,6,0.667,0.423,2,4,0.5,0,5,5,2,0,1,1,1,13,0,,roddyda01,Houston Rockets
595,Team Totals,,82,82,19779,3484,7659,0.455,1038,2938,0.353,2446,4721,0.518,0.523,1366,1851,0.738,1200,2774,3974,1914,689,411,1069,1557,9372,7,,-9999,Houston Rockets
596,Coby White,24.0,74,73,2450,508,1121,0.453,216,584,0.37,292,537,0.544,0.55,277,307,0.902,25,248,273,330,69,16,177,154,1509,0,,whiteco01,Chicago Bulls
597,Nikola Vučević,34.0,73,72,2278,550,1038,0.53,129,321,0.402,421,717,0.587,0.592,120,149,0.805,178,557,735,256,61,52,119,163,1349,1,,vucevni01,Chicago Bulls
598,Josh Giddey,22.0,70,69,2117,371,798,0.465,105,278,0.378,266,520,0.512,0.531,175,224,0.781,127,439,566,503,84,45,202,122,1022,7,,giddejo01,Chicago Bulls
599,Patrick Williams,23.0,63,36,1576,205,516,0.397,96,272,0.353,109,244,0.447,0.49,60,83,0.723,43,194,237,124,48,32,86,88,566,0,,willipa01,Chicago Bulls
600,Matas Buzelis,20.0,80,31,1511,252,555,0.454,96,266,0.361,156,289,0.54,0.541,88,108,0.815,55,223,278,79,29,75,74,128,688,0,ROY-7,buzelma01,Chicago Bulls
601,Zach LaVine,29.0,42,42,1432,363,710,0.511,136,305,0.446,227,405,0.56,0.607,145,182,0.797,12,190,202,189,39,10,121,64,1007,0,,lavinza01,Chicago Bulls
602,Ayo Dosunmu,25.0,46,26,1394,221,449,0.492,62,189,0.328,159,260,0.612,0.561,62,79,0.785,26,135,161,208,43,18,69,105,566,1,,dosunay01,Chicago Bulls
603,Julian Phillips,21.0,79,5,1123,128,287,0.446,50,153,0.327,78,134,0.582,0.533,60,76,0.789,67,102,169,39,38,20,27,108,366,0,,phillju01,Chicago Bulls
604,Dalen Terry,22.0,73,5,987,120,268,0.448,37,104,0.356,83,164,0.506,0.517,49,69,0.71,38,86,124,97,44,15,53,114,326,0,,terryda01,Chicago Bulls
605,Jalen Smith,24.0,64,2,962,190,408,0.466,72,222,0.324,118,186,0.634,0.554,72,89,0.809,89,268,357,65,17,44,37,95,524,0,,smithja04,Chicago Bulls
606,Kevin Huerter,26.0,26,16,780,129,294,0.439,70,186,0.376,59,108,0.546,0.558,15,21,0.714,11,74,85,82,30,7,30,51,343,0,,huertke01,Chicago Bulls
607,Lonzo Ball,27.0,35,14,777,89,243,0.366,67,195,0.344,22,48,0.458,0.504,22,27,0.815,25,93,118,115,47,17,41,55,267,0,,balllo01,Chicago Bulls
608,Talen Horton-Tucker,24.0,58,0,724,133,291,0.457,41,122,0.336,92,169,0.544,0.527,72,98,0.735,19,81,100,83,21,11,40,59,379,0,,hortota01,Chicago Bulls
609,Zach Collins,27.0,28,8,552,92,170,0.541,18,60,0.3,74,110,0.673,0.594,38,43,0.884,64,123,187,59,15,14,37,62,240,0,,colliza01,Chicago Bulls
610,Tre Jones,25.0,18,9,455,83,145,0.572,11,22,0.5,72,123,0.585,0.61,30,34,0.882,16,42,58,88,19,5,14,22,207,0,,jonestr01,Chicago Bulls
611,Jevon Carter,29.0,36,1,321,55,146,0.377,35,105,0.333,20,41,0.488,0.497,8,10,0.8,4,35,39,40,13,3,11,15,153,0,,carteje01,Chicago Bulls
612,Torrey Craig,34.0,9,1,113,22,45,0.489,15,35,0.429,7,10,0.7,0.656,3,4,0.75,8,17,25,5,2,1,0,15,62,0,,craigto01,Chicago Bulls
613,Chris Duarte,27.0,17,0,74,12,26,0.462,6,15,0.4,6,11,0.545,0.577,6,8,0.75,5,15,20,9,0,0,1,7,36,0,,duartch01,Chicago Bulls
614,E.J. Liddell,24.0,12,0,53,8,15,0.533,3,10,0.3,5,5,1.0,0.633,2,2,1.0,3,6,9,3,1,1,2,11,21,0,,liddeej01,Chicago Bulls
615,Jahmir Young,24.0,6,0,30,4,5,0.8,1,2,0.5,3,3,1.0,0.9,2,2,1.0,1,2,3,6,0,0,1,2,11,0,,youngja05,Chicago Bulls
616,Emanuel Miller,24.0,6,0,25,4,8,0.5,0,1,0.0,4,7,0.571,0.5,2,2,1.0,4,4,8,2,1,0,0,3,10,0,,milleem01,Chicago Bulls
617,Adama Sanogo,22.0,4,0,21,4,7,0.571,0,0,,4,7,0.571,0.571,0,0,,5,1,6,1,0,0,1,1,8,0,,sanogad01,Chicago Bulls
618,Team Totals,,82,82,19755,3543,7545,0.47,1266,3447,0.367,2277,4098,0.556,0.553,1308,1617,0.809,825,2935,3760,2383,621,386,1143,1444,9660,9,,-9999,Chicago Bulls
619,Keyonte George,21.0,67,35,2109,359,919,0.391,174,507,0.343,185,412,0.449,0.485,233,285,0.818,26,227,253,377,46,9,183,111,1125,0,,georgke01,Utah Jazz
620,Isaiah Collier,20.0,71,46,1839,234,555,0.422,42,169,0.249,192,386,0.497,0.459,105,154,0.682,32,203,235,446,66,16,208,149,615,0,,colliis01,Utah Jazz
621,Collin Sexton,26.0,63,61,1758,416,867,0.48,110,271,0.406,306,596,0.513,0.543,217,251,0.865,60,111,171,264,47,6,160,144,1159,0,,sextoco01,Utah Jazz
622,Walker Kessler,23.0,58,58,1740,278,419,0.663,6,34,0.176,272,385,0.706,0.671,79,152,0.52,266,441,707,97,36,138,86,130,641,0,,kesslwa01,Utah Jazz
623,Kyle Filipowski,21.0,72,27,1522,260,518,0.502,77,220,0.35,183,298,0.614,0.576,93,143,0.65,112,328,440,140,48,22,102,171,690,0,,filipky01,Utah Jazz
624,Lauri Markkanen,27.0,47,47,1476,296,700,0.423,138,399,0.346,158,301,0.525,0.521,162,185,0.876,72,206,278,70,33,17,66,79,892,0,,markkla01,Utah Jazz
625,Brice Sensabaugh,21.0,71,15,1432,275,599,0.459,157,372,0.422,118,227,0.52,0.59,65,73,0.89,42,168,210,110,46,8,107,111,772,0,,sensabr01,Utah Jazz
626,Johnny Juzang,23.0,64,18,1270,204,475,0.429,118,314,0.376,86,161,0.534,0.554,45,53,0.849,42,142,184,68,39,8,36,126,571,0,,juzanjo01,Utah Jazz
627,John Collins,27.0,40,31,1220,280,531,0.527,59,148,0.399,221,383,0.577,0.583,139,164,0.848,89,238,327,80,39,40,103,116,758,0,,collijo01,Utah Jazz
628,Cody Williams,20.0,50,21,1060,83,257,0.323,35,135,0.259,48,122,0.393,0.391,29,40,0.725,27,86,113,59,23,16,44,95,230,0,,willico04,Utah Jazz
629,Jordan Clarkson,32.0,37,9,962,201,493,0.408,84,232,0.362,117,261,0.448,0.493,114,143,0.797,25,93,118,138,31,9,86,52,600,0,,clarkjo01,Utah Jazz
630,Svi Mykhailiuk,27.0,38,13,760,118,302,0.391,70,203,0.345,48,99,0.485,0.507,28,35,0.8,22,68,90,76,19,7,52,43,334,0,,mykhasv01,Utah Jazz
631,Micah Potter,26.0,38,10,705,57,135,0.422,31,98,0.316,26,37,0.703,0.537,17,20,0.85,43,121,164,31,14,14,31,50,162,0,,pottemi01,Utah Jazz
632,Drew Eubanks,27.0,37,4,568,88,145,0.607,3,5,0.6,85,140,0.607,0.617,36,57,0.632,40,128,168,45,10,32,31,46,215,0,,eubandr01,Utah Jazz
633,KJ Martin,24.0,19,9,432,50,102,0.49,7,37,0.189,43,65,0.662,0.525,13,18,0.722,9,44,53,29,6,6,12,39,120,0,,martike04,Utah Jazz
634,Patty Mills,36.0,17,0,260,26,76,0.342,17,57,0.298,9,19,0.474,0.454,5,5,1.0,3,18,21,21,12,3,16,12,74,0,,millspa02,Utah Jazz
635,Oscar Tshiebwe,25.0,14,1,255,42,70,0.6,0,0,,42,70,0.6,0.6,23,31,0.742,46,76,122,9,13,1,10,24,107,0,,tshieos01,Utah Jazz
636,Jaden Springer,22.0,17,2,224,23,56,0.411,6,29,0.207,17,27,0.63,0.464,12,17,0.706,13,21,34,23,12,3,12,25,64,0,,sprinja01,Utah Jazz
637,Elijah Harkless,24.0,10,0,138,11,35,0.314,7,25,0.28,4,10,0.4,0.414,3,6,0.5,9,12,21,8,10,1,3,18,32,0,,harklej01,Utah Jazz
638,Taylor Hendricks,21.0,3,3,75,4,18,0.222,3,12,0.25,1,6,0.167,0.306,3,4,0.75,5,10,15,2,5,4,2,8,14,0,,hendrta01,Utah Jazz
639,Team Totals,,82,82,19805,3305,7272,0.454,1144,3267,0.35,2161,4005,0.54,0.533,1421,1836,0.774,983,2741,3724,2093,555,360,1350,1549,9175,0,,-9999,Utah Jazz
640,Toumani Camara,24.0,78,78,2548,328,716,0.458,135,360,0.375,193,356,0.542,0.552,91,126,0.722,173,277,450,175,116,50,109,230,882,0,DPOY-9DEF2,camarto01,Portland Trail Blazers
641,Anfernee Simons,25.0,70,70,2292,479,1125,0.426,215,593,0.363,264,532,0.496,0.521,175,194,0.902,25,164,189,337,60,5,143,117,1348,0,,simonan01,Portland Trail Blazers
642,Shaedon Sharpe,21.0,72,52,2252,499,1104,0.452,147,472,0.311,352,632,0.557,0.519,190,242,0.785,68,256,324,198,62,16,150,120,1335,0,,sharpsh01,Portland Trail Blazers
643,Deni Avdija,24.0,72,54,2161,402,844,0.476,125,342,0.365,277,502,0.552,0.55,290,372,0.78,110,412,522,281,71,35,196,171,1219,2,,avdijde01,Portland Trail Blazers
644,Scoot Henderson,20.0,66,10,1759,287,685,0.419,105,297,0.354,182,388,0.469,0.496,158,206,0.767,52,146,198,335,68,13,177,181,837,0,,hendesc01,Portland Trail Blazers
645,Jerami Grant,30.0,47,47,1524,214,574,0.373,108,296,0.365,106,278,0.381,0.467,141,166,0.849,26,137,163,101,41,46,65,109,677,0,,grantje01,Portland Trail Blazers
646,Donovan Clingan,20.0,67,37,1324,180,334,0.539,14,49,0.286,166,285,0.582,0.56,62,104,0.596,217,310,527,77,34,110,72,189,436,0,,clingdo01,Portland Trail Blazers
647,Deandre Ayton,26.0,40,40,1206,265,468,0.566,6,32,0.188,259,436,0.594,0.573,40,60,0.667,124,282,406,64,31,39,69,88,576,0,,aytonde01,Portland Trail Blazers
648,Dalano Banton,25.0,67,7,1120,198,507,0.391,72,222,0.324,126,285,0.442,0.462,91,125,0.728,30,105,135,160,43,34,86,58,559,0,,bantoda01,Portland Trail Blazers
649,Kris Murray,24.0,69,6,1040,117,279,0.419,27,120,0.225,90,159,0.566,0.468,26,57,0.456,76,106,182,68,35,17,43,66,287,0,,murrakr01,Portland Trail Blazers
650,Jabari Walker,22.0,60,1,749,118,229,0.515,28,72,0.389,90,157,0.573,0.576,49,71,0.69,59,152,211,37,33,6,34,87,313,0,,walkeja01,Portland Trail Blazers
651,Duop Reath,28.0,46,0,469,70,166,0.422,34,106,0.321,36,60,0.6,0.524,20,22,0.909,44,48,92,26,12,14,16,41,194,0,,reathdu01,Portland Trail Blazers
652,Rayan Rupert,20.0,52,0,460,58,142,0.408,16,59,0.271,42,83,0.506,0.465,23,30,0.767,26,44,70,25,16,4,30,37,155,0,,ruperra01,Portland Trail Blazers
653,Robert Williams,27.0,20,3,351,50,78,0.641,1,3,0.333,49,75,0.653,0.647,15,17,0.882,35,83,118,21,13,33,17,31,116,0,,williro04,Portland Trail Blazers
654,Matisse Thybulle,27.0,15,5,312,42,88,0.477,21,48,0.438,21,40,0.525,0.597,7,15,0.467,14,38,52,28,33,9,13,14,112,0,,thybuma01,Portland Trail Blazers
655,Justin Minaya,25.0,19,0,101,8,21,0.381,2,10,0.2,6,11,0.545,0.429,0,2,0.0,5,5,10,7,6,1,5,12,18,0,,minayju01,Portland Trail Blazers
656,Sidy Cissoko,20.0,5,0,60,4,12,0.333,0,6,0.0,4,6,0.667,0.333,2,3,0.667,5,6,11,9,1,1,9,4,10,0,,cissosi01,Portland Trail Blazers
657,Bryce McGowens,22.0,13,0,32,4,14,0.286,0,4,0.0,4,10,0.4,0.286,5,6,0.833,2,1,3,2,1,0,4,3,13,0,,mcgowbr01,Portland Trail Blazers
658,Taze Moore,26.0,2,0,20,2,10,0.2,1,4,0.25,1,6,0.167,0.25,1,2,0.5,4,4,8,1,2,0,2,0,6,0,,mooreta02,Portland Trail Blazers
659,Team Totals,,82,82,19780,3325,7396,0.45,1057,3095,0.342,2268,4301,0.527,0.521,1386,1820,0.762,1095,2576,3671,1952,678,433,1240,1558,9093,2,,-9999,Portland Trail Blazers
660,Bub Carrington,19.0,82,57,2458,300,748,0.401,138,407,0.339,162,341,0.475,0.493,69,85,0.812,33,308,341,364,54,21,141,190,807,0,,carrica01,Washington Wizards
661,Jordan Poole,25.0,68,68,2001,457,1057,0.432,235,622,0.378,222,435,0.51,0.544,242,274,0.883,31,172,203,303,86,27,204,201,1391,0,,poolejo01,Washington Wizards
662,Bilal Coulibaly,20.0,59,59,1948,263,624,0.421,63,224,0.281,200,400,0.5,0.472,138,185,0.746,91,203,294,199,78,41,125,139,727,1,,coulibi01,Washington Wizards
663,Alex Sarr,19.0,67,67,1814,326,828,0.394,105,341,0.308,221,487,0.454,0.457,112,165,0.679,124,311,435,161,44,101,114,146,869,0,ROY-4,sarral01,Washington Wizards
664,Kyshawn George,21.0,68,38,1802,203,546,0.372,114,354,0.322,89,192,0.464,0.476,70,93,0.753,49,236,285,169,68,50,97,201,590,0,,georgky01,Washington Wizards
665,Corey Kispert,25.0,61,0,1602,255,565,0.451,120,330,0.364,135,235,0.574,0.558,75,88,0.852,36,145,181,103,26,14,64,98,705,0,,kispeco01,Washington Wizards
666,Justin Champagnie,23.0,62,31,1340,210,411,0.511,74,193,0.383,136,218,0.624,0.601,50,73,0.685,112,239,351,60,65,39,54,110,544,0,,champju01,Washington Wizards
667,Jonas Valančiūnas,32.0,49,12,983,231,422,0.547,7,27,0.259,224,395,0.567,0.556,95,106,0.896,120,284,404,108,22,28,88,97,564,0,,valanjo01,Washington Wizards
668,Kyle Kuzma,29.0,32,30,887,191,455,0.42,45,160,0.281,146,295,0.495,0.469,59,98,0.602,27,158,185,79,20,7,73,52,486,0,,kuzmaky01,Washington Wizards
669,AJ Johnson,20.0,22,11,595,74,194,0.381,21,85,0.247,53,109,0.486,0.436,31,35,0.886,8,44,52,69,11,3,31,50,200,0,,johnsaj01,Washington Wizards
670,Malcolm Brogdon,32.0,24,13,564,104,240,0.433,16,56,0.286,88,184,0.478,0.467,81,92,0.88,21,70,91,98,13,5,38,30,305,0,,brogdma01,Washington Wizards
671,Richaun Holmes,31.0,31,7,534,90,139,0.647,0,3,0.0,90,136,0.662,0.647,50,60,0.833,62,115,177,42,9,23,21,49,230,0,,holmeri01,Washington Wizards
672,Tristan Vukcevic,21.0,35,1,513,120,242,0.496,38,102,0.373,82,140,0.586,0.574,52,67,0.776,26,104,130,39,11,23,42,57,330,0,,vukcetr01,Washington Wizards
673,Anthony Gill,32.0,51,0,397,43,88,0.489,10,31,0.323,33,57,0.579,0.545,33,50,0.66,18,48,66,16,9,2,10,30,129,0,,gillan01,Washington Wizards
674,Colby Jones,22.0,15,0,385,48,103,0.466,12,39,0.308,36,64,0.563,0.524,23,35,0.657,13,51,64,37,20,6,16,24,131,0,,jonesco02,Washington Wizards
675,Jared Butler,24.0,32,0,362,85,176,0.483,15,41,0.366,70,135,0.519,0.526,35,45,0.778,14,27,41,82,12,5,29,40,220,0,,butleja02,Washington Wizards
676,Khris Middleton,33.0,14,14,309,52,126,0.413,13,47,0.277,39,79,0.494,0.464,33,38,0.868,8,44,52,48,18,3,19,23,150,0,,middlkh01,Washington Wizards
677,Marcus Smart,30.0,15,1,280,48,109,0.44,20,51,0.392,28,58,0.483,0.532,24,35,0.686,4,25,29,38,16,3,19,22,140,0,,smartma01,Washington Wizards
678,Johnny Davis,22.0,34,0,242,32,78,0.41,7,29,0.241,25,49,0.51,0.455,9,15,0.6,10,28,38,11,15,6,7,18,80,0,,davisjo06,Washington Wizards
679,Jaylen Martin,21.0,13,0,234,30,72,0.417,6,22,0.273,24,50,0.48,0.458,9,10,0.9,11,33,44,17,9,0,12,13,75,0,,martija02,Washington Wizards
680,JT Thor,22.0,11,0,207,16,44,0.364,3,15,0.2,13,29,0.448,0.398,8,14,0.571,17,25,42,5,6,6,3,11,43,0,,thorjt01,Washington Wizards
681,Marvin Bagley III,25.0,19,1,166,38,71,0.535,2,10,0.2,36,61,0.59,0.549,15,23,0.652,27,29,56,7,7,5,11,12,93,0,,baglema01,Washington Wizards
682,Patrick Baldwin Jr.,22.0,22,0,101,17,33,0.515,11,21,0.524,6,12,0.5,0.682,2,4,0.5,5,17,22,2,3,2,5,5,47,0,,baldwpa01,Washington Wizards
683,Jalen McDaniels,27.0,4,0,7,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,1,0,0,0,0,0,,mcdanja01,Washington Wizards
684,Team Totals,,82,82,19731,3233,7371,0.439,1075,3210,0.335,2158,4161,0.519,0.512,1315,1690,0.778,867,2716,3583,2058,623,420,1223,1618,8856,1,,-9999,Washington Wizards
