id,name,team,Salary,Salary.1,Salary.2,Salary.3,Salary.4,Salary.5,Unnamed: 9,-additional,Note
126,Cole Anthony,MEM,$13100000,,,,,,$13100000,anthoco01,"['Waived July 12, 2025', 'Traded from ORL to MEM June 15, 2025', '2026-27 is a team option', 'Signed 3-yr/$39M contract extension October 23, 2023', 'Signed 1-yr minimum contract July 16, 2025']"
127,Mitchell Robinson,NYK,$12954546,,,,,,$12954546,robinmi01,"['Signed 4-yr/$60M contract July 12, 2022']"
128,Coby White,CHI,$12888889,,,,,,$12888889,whiteco01,"['Signed 3-yr/$33M contract July 7, 2023']"
129,Brandon Clarke,MEM,$12500000,$12500000,,,,,$25000000,clarkbr01,"['Signed 4-yr/$50M contract extension October 16, 2022']"
130,Dylan Harper,SAS,$12370320,$12989040,$13607760,$17172994,,,$25359360,harpedy01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 3, 2025']"
131,Isaiah Joe,OKC,$12362338,$11323006,$11323006,,,,$23685344,joeis01,"['Signed 4-yr/$48M contract July 7, 2024']"
132,Jabari Smith Jr.,HOU,$12350392,,,,,,$12350392,smithja05,"['Option exercised October 30, 2024', 'Option exercised October 30, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 1, 2022']"
133,Donte DiVincenzo,MIN,$11990000,$12535000,,,,,$24525000,divindo01,"['Traded from NYK to MIN October 2, 2024', 'Signed 4-yr/$50M contract July 8, 2023']"
134,Brandon Miller,CHO,$11968800,$15104626,,,,,$11968800,millebr02,"['Option exercised October 30, 2024', '2025-26 and 2026-27 are team options', 'Signed 4-yr/$49M rookie scale contract July 2, 2023']"
135,Alex Sarr,WAS,$11808240,$12370680,$15611798,,,,$11808240,sarral01,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 6, 2024']"
136,Moses Moody,GSW,$11574075,$12500000,$13425925,,,,$37500000,moodymo01,"['Signed 3-yr/$38M contract extension October 21, 2024']"
137,Jarred Vanderbilt,LAL,$11571429,$12428571,$13285714,,,,$24000000,vandeja01,"['2027-28 is a player option', 'Signed 4-yr/$48M contract extension September 18, 2023']"
138,Matisse Thybulle,POR,$11550000,,,,,,$11550000,thybuma01,"['Exercised player option June 24, 2025', '2025-26 is a player option', 'Signed 3-yr/$33M contract July 7, 2023']"
139,Gabe Vincent,LAL,$11500000,,,,,,$11500000,vincega01,"['Signed 3-yr/$33M contract July 6, 2023']"
140,Keegan Murray,SAC,$11144093,,,,,,$11144093,murrake02,"['Option exercised October 3, 2024', 'Option exercised October 21, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 2, 2022']"
141,VJ Edgecombe,PHI,$11108880,$11663880,$12219720,$15445727,,,$22772760,edgecvj01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 1, 2025']"
142,Luke Kornet,SAS,$11000000,$10450000,$9900000,$9350000,,,$24000000,kornelu01,"['2028-29 is a team option', '2027-28 is partially guaranteed', 'Signed 4-yr/$40', '7M contract July 7, 2025']"
143,Isaac Okoro,CHI,$11000000,$11814814,,,,,$22814814,okorois01,"['Traded from CLE to CHI July 6, 2025', 'Signed 3-yr/$38M contract September 17, 2024']"
144,Aaron Nesmith,IND,$11000000,$11000000,,,,,$22000000,nesmiaa01,"['Signed 3-yr/$33M extension contract October 23, 2023']"
145,Maxi Kleber,LAL,$11000000,,,,,,$11000000,klebima01,"['Traded from DAL to LAL February 2, 2025', 'Signed 3-yr/$33M extension September 8, 2022']"
146,Wendell Carter Jr.,ORL,$10850000,$18102000,$19550160,$20998320,,,$48502160,cartewe01,"['Signed extension October 8, 2024', 'Signed 4-yr/$50M extension October 16, 2021']"
147,Mike Conley,MIN,$10774038,,,,,,$10774038,conlemi01,"['SIgned 2-yr/$21M contract extension February 22, 2024']"
148,Scoot Henderson,POR,$10748040,$13585523,,,,,$10748040,hendesc01,"['Option exercised October 19, 2024', '2025-26 and 2026-27 are team options', 'Signed 4-yr/$44M rookie scale contract July 1, 2023']"
149,Reed Sheppard,HOU,$10603560,$11108880,$14041625,,,,$10603560,sheppre01,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 2, 2024']"
150,Jonas Valančiūnas,DEN,$10395000,$10000000,,,,,$10395000,valanjo01,
151,T.J. McConnell,IND,$10200000,$11000000,$11800000,$11800000,,,$33000000,mccontj01,"['2028-29 is a team option', 'Signed 4-yr/$45M contract extension September 3, 2024']"
152,Royce O'Neale,PHO,$10125000,$10875000,$11625000,,,,$32625000,onealro01,"['Signed 4-yr/$42M contract July 6, 2024']"
153,Jaden Ivey,DET,$10107163,,,,,,$10107163,iveyja01,"['Option exercised October 21, 2024', 'Option exercised October 31, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 2, 2022']"
154,Sam Hauser,BOS,$10044644,$10848215,$11651785,$12455356,,,$45000000,hausesa01,"['Signed 4-yr/$45M contract extension July 23, 2024']"
155,Kon Knueppel,CHO,$10015680,$10516560,$11017560,$13937214,,,$20532240,knuepko01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 3, 2025']"
156,Derrick Jones Jr.,LAC,$10000000,$10476190,,,,,$20476190,jonesde02,"['Signed 3-yr/$30M contract July 9, 2024']"
157,Lonzo Ball,CLE,$10000000,$10000000,,,,,$10000000,balllo01,
158,Duncan Robinson,MIA,$9888000,,,,,,$9888000,robindu01,"['2027-28 is not guaranteed', '2026-27 is partially guaranteed', 'Signed 3-yr/$48M contract July 7, 2025 with MIA and immediately traded to DET', 'Terminated June 29, 2025', '2025-26 partially guaranteed and early termination option', 'Signed 5-yr/$90M contract August 6, 2021']"
159,Amen Thompson,HOU,$9690600,$12258609,,,,,$9690600,thompam01,"['Option exercised October 30, 2024', '2025-26 and 2026-27 are team options', 'Signed 4-yr/$40M rookie scale contract July 3, 2023']"
160,Aaron Wiggins,OKC,$9672897,$8831776,$7990655,$7990655,,,$34485983,wiggiaa01,"['Signed 5-yr/$47M contract July 7, 2024']"
161,Caleb Martin,DAL,$9594044,$10001493,$9371351,,,,$19595537,martica02,"['Traded from PHI to DAL February 4, 2025', '2027-28 is a player option', 'Signed 4-yr/$35M contract July 6, 2024']"
162,Stephon Castle,SAS,$9560520,$10015920,$12670139,,,,$9560520,castlst01,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 2, 2024']"
163,Pat Connaughton,CHO,$9423869,,,,,,$9423869,connapa01,"['Traded from MIL to CHO June 7, 2025', 'Exercised player option June 21, 2025', 'Signed 3-yr/$28M contract extension July 18, 2022']"
164,Buddy Hield,GSW,$9219512,$9658536,$10097560,,,,$18878048,hieldbu01,"['2027-28 is a player option', 'Traded from PHI to GSW July 6, 2024', 'Signed 4-yr/$38M contract July 6, 2024']"
165,Kyle Anderson,UTA,$9219512,$9658536,,,,,$9219512,anderky01,"['Traded from MIA to UTA July 7, 2025', 'Traded from GSW to MIA February 6, 2025', '2026-27 is not guaranteed', 'Traded from MIN to GSW July 6, 2024', 'Signed 3-yr/$28M contract July 6, 2024']"
166,Bennedict Mathurin,IND,$9187573,,,,,,$9187573,mathube01,"['Option exercised October 18, 2024', 'Option exercised October 13, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 3, 2022']"
167,Ace Bailey,UTA,$9069840,$9523080,$9976560,$12640302,,,$18592920,baileac01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 2, 2025']"
168,Naji Marshall,DAL,$9000000,$9428571,,,,,$18428571,marshna01,"['Signed 3-yr/$27M contract July 6, 2024']"
169,Jalen Smith,CHI,$9000000,$9428571,,,,,$18428571,smithja04,"['Signed 3-yr/$27M contract July 8, 2024']"
170,Ausar Thompson,DET,$8775000,$11117925,,,,,$8775000,thompau01,"['Option exercised October 21, 2024', '2025-26 and 2026-27 are team options', 'Signed 4-yr/$36M rookie scale contract July 2, 2023']"
171,Ron Holland,DET,$8657280,$9069600,$11491183,,,,$8657280,hollaro01,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 6, 2024']"
172,Shaedon Sharpe,POR,$8399983,,,,,,$8399983,sharpsh01,"['Option exercised October 19, 2024', 'Option exercised October 10, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 1, 2022']"
173,Kelly Oubre Jr.,PHI,$8382150,,,,,,$8382150,oubreke01,"['Option exercised June 29, 2025', '2025-26 is a player option', 'Signed 2-yr/$16M contract July 7, 2024']"
174,Goga Bitadze,ORL,$8333333,$7608696,,,,,$15942029,bitadgo01,"['Signed 3-yr/$25M contract July 6, 2024']"
175,Simone Fontecchio,MIA,$8307692,,,,,,$8307692,fontesi01,"['Traded from DET to MIA July 7, 2025', 'Signed 2-yr/$16M contract July 12, 2024']"
176,Georges Niang,BOS,$8200000,,,,,,$8200000,niangge01,"['Traded from ATL to BOS July 7, 2025', 'Traded from CLE to ATL February 6, 2025', 'Signed 3-yr/$26M contract July 6, 2023']"
177,Zeke Nnaji,DEN,$8177778,$7466667,$7466667,,,,$15644445,nnajize01,"['2027-28 is a player option', 'Signed 4-yr/$32M contract extension October 23, 2023']"
178,Vasilije Micić,MIL,$8109150,,,,,,$8109150,micicva01,"['Waived July 6, 2025', 'Traded from CHO to MIL July 6, 2025', 'Traded from PHO to CHO June 30, 2025', 'Option exercised June 28, 2025', 'Traded from CHO to PHO February 6, 2025', 'Traded from OKC to CHO February 8, 2024', 'Signed 3-yr/$23', '5M contract July 17, 2023']"
179,KJ Martin,UTA,$8025000,,,,,,,martike04,"['Traded from DET to UTA February 6, 2025', 'Traded from PHI to DET February 6, 2025', '2025-26 is not guaranteed', 'Signed 2-yr/$16M contract July 15, 2024']"
180,Jock Landale,HOU,$8000000,,,,,,$8000000,landajo01,"['Waived July 3, 2025', '2026-27 is a team option', '2024-25 and 2025-26 are not guaranteed', 'Signed 4-yr/$32M contract July 6, 2023', 'Signed 1-yr minimum contract July 15, 2025']"
181,Anthony Black,ORL,$7970280,$10106316,,,,,$7970280,blackan01,"['Option exercised October 4, 2024', '2025-26 and 2026-27 are team options', 'Signed 4-yr/$33M rookie scale contract July 1, 2023']"
182,Tidjane Salaün,CHO,$7863240,$8237880,$10445633,,,,$7863240,salauti01,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 3, 2024']"
183,Max Christie,DAL,$7714286,$8285714,$8857143,,,,$16000000,chrisma02,"['Traded from LAL to DAL February 2, 2025', '2027-28 is a player option', 'Signed 4-yr/$32M contract July 6, 2024']"
184,Dyson Daniels,ATL,$7707709,,,,,,$7707709,daniedy01,"['Option exercised October 30, 2024', 'Traded from NOP to ATL July 6, 2024', 'Option exercised October 19, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 8, 2022']"
185,Jeremiah Fears,NOP,$7520040,$7896240,$8271960,$10505389,,,$15416280,fearsje01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 5, 2025']"
186,Ayo Dosunmu,CHI,$7518518,,,,,,$7518518,dosunay01,"['Signed 3-yr/$21M contract July 22, 2023']"
187,Bilal Coulibaly,WAS,$7275600,$9240012,,,,,$7275600,coulibi01,"['Option exercised October 29, 2024', '2025-26 and 2026-27 are team options', 'Signed 4-yr/$30M rookie scale contract July 2, 2023']"
188,Payton Pritchard,BOS,$7232143,$7767857,$8303571,,,,$23303571,pritcpa01,"['Signed 4-yr/$30M rookie scale extension October 10, 2023']"
189,Donovan Clingan,POR,$7178400,$7519920,$9550298,,,,$7178400,clingdo01,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 4, 2024']"
190,Kenrich Williams,OKC,$7163000,$7163000,,,,,$7163000,willike04,"['2026-27 is a team option', 'Signed 4-yr/$27M extension July 20, 2022']"
191,Jeremy Sochan,SAS,$7096231,,,,,,$7096231,sochaje01,"['Option exercised October 18, 2024', 'Option exercised October 23, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 8, 2022']"
192,Egor Demin,BRK,$6889200,$7233720,$7578240,$9639522,,,$14122920,demineg01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 3, 2025']"
193,Jevon Carter,CHI,$6809524,,,,,,$6809524,carteje01,"['Exercised player option June 23, 2025', '2025-26 is a player option', 'Signed 3-yr/$19', '5M contract July 10, 2023']"
194,Ousmane Dieng,OKC,$6670882,,,,,,$6670882,diengou01,"['Option exercised October 23, 2024', 'Option exercised October 21, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 5, 2022']"
195,Jarace Walker,IND,$6665520,$8478542,,,,,$6665520,walkeja02,"['Option exercised October 18, 2024', '2025-26 and 2026-27 are team options', 'Signed 4-yr/$28M rookie scale contract July 1, 2023']"
196,Dean Wade,CLE,$6623456,,,,,,,wadede01,
197,Jalen Williams,OKC,$6580997,,,,,,$6580997,willija06,"['Option exercised October 23, 2024', 'Option exercised October 21, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 1, 2022']"
198,Rob Dillingham,MIN,$6576120,$6889320,$8763216,,,,$6576120,dilliro01,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 8, 2024']"
199,Jalen Duren,DET,$6483144,,,,,,$6483144,durenja01,"['Option exercised October 21, 2024', 'Option exercised October 31, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 7, 2022']"
200,Ochai Agbaji,TOR,$6383525,,,,,,$6383525,agbajoc01,"['Option exercised October 29, 2024', 'Traded from UTA to TOR February 8, 2024', 'Option exercised October 23, 2023', 'Traded from CLE to UTA September 3, 2022', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 2, 2022']"
201,Collin Murray-Boyles,TOR,$6332520,$6649560,$6966000,$8874684,,,$12982080,murraco01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 1, 2025']"
202,Mark Williams,PHO,$6276531,,,,,,$6276531,willima07,"['Traded from CHO to PHO June 30, 2025', 'Option exercised October 30, 2024', 'Option exercised October 31, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 2, 2022']"
203,John Konchar,MEM,$6165000,$6165000,,,,,$12330000,konchjo01,"['Signed 3-yr/$18', '5M contract extension July 7, 2022']"
204,Taylor Hendricks,UTA,$6127080,$7805900,,,,,$6127080,hendrta01,"['Option exercised October 21, 2024', '2025-26 and 2026-27 are team options', 'Signed 4-yr/$25M rookie scale contract July 2, 2023']"
205,Saddiq Bey,NOP,$6118644,$6440678,,,,,$12559322,beysa01,"['Traded from WAS to NOP July 6, 2025', 'Signed 3-yr/$19M contract July 11, 2024']"
206,Zach Edey,MEM,$6045000,$6332760,$8067937,,,,$6045000,edeyza01,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 6, 2024']"
207,Khaman Maluach,PHO,$6016080,$6316680,$6617160,$8436880,,,$12332760,maluakh01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 7, 2025']"
208,Jaden Hardy,DAL,$6000000,$6000000,$6000000,,,,$12000000,hardyja02,"['2027-28 is a team option', 'Signed 3-yr/$18M contract extension October 22, 2024']"
209,Cason Wallace,OKC,$5820240,$7420806,,,,,$5820240,wallaca01,"['Option exercised October 23, 2024', '2025-26 and 2026-27 are team options', 'Signed 4-yr/$24M rookie scale contract July 7, 2023']"
210,Cody Williams,UTA,$5742480,$6015600,$7669890,,,,$5742480,willico04,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 2, 2024']"
211,Cedric Coward,MEM,$5715120,$6001080,$6286920,$8342743,,,$11716200,cowarce01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 7, 2025']"
212,Tari Eason,HOU,$5675766,,,,,,$5675766,easonta01,"['Option exercised October 30, 2024', 'Option exercised October 30, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 1, 2022']"
213,Haywood Highsmith,MIA,$5616000,,,,,,$5616000,highsha01,"['Signed 2-yr/$11M contract July 8, 2024']"
214,Jett Howard,ORL,$5529720,$7337939,,,,,$5529720,howarje01,"['Option exercised October 4, 2024', '2025-26 and 2026-27 are team options', 'Signed 4-yr/$23M rookie scale contract July 1, 2023']"
215,Matas Buzelis,CHI,$5455560,$5715360,$7584283,,,,$5455560,buzelma01,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 2, 2024']"
216,Noa Essengue,CHI,$5429520,$5701200,$5972760,$8230464,,,$11130720,essenno01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 4, 2025']"
217,Dario Šarić,SAC,$5426400,,,,,,$5426400,saricda01,
218,Kris Dunn,LAC,$5426400,$5684800,,,,,$5426400,dunnkr01,"['Traded from UTA to LAC July 18, 2024', 'Signed 3-yr/$17M contract July 18, 2024']"
219,Dalen Terry,CHI,$5399118,,,,,,$5399118,terryda01,"['option exercised September 26, 2024', 'option exercised October 31, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 7, 2022']"
220,Dereck Lively II,DAL,$5253360,$7239131,,,,,$5253360,livelde01,"['Option exercised October 23, 2024', '2025-26 and 2026-27 are team options', 'Signed rookie scale contract on July 8, 2023']"
221,Nikola Topić,OKC,$5182920,$5429760,$7482210,,,,$5182920,topicni01,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 6, 2024']"
222,Derik Queen,NOP,$5157960,$5416080,$5673840,$8107918,,,$10574040,queende01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 5, 2025']"
223,Andre Drummond,PHI,$5000000,,,,,,$5000000,drumman01,"['Option exercised June 27, 2025', '2025-26 is a player option', 'Signed 2-yr/$10M contract July 7, 2024']"
224,Moritz Wagner,ORL,$5000000,,,,,,$5000000,wagnemo01,"['Signed 1-yr/$5M contract July 7, 2025']"
225,Nick Richards,PHO,$5000000,,,,,,,richani01,"['Traded from CHO to PHO January 15, 2025', '2025-26 is not guaranteed', 'Signed 3-yr/$15M contract extension March 22, 2023']"
226,Gradey Dick,TOR,$4990560,$7131511,,,,,$4990560,dickgr01,"['Option exercised October 29, 2024', '2025-26 and 2026-27 are team options', 'Signed 4-yr/$21M rookie scale contract July 2, 2023']"
227,Malaki Branham,WAS,$4962033,,,,,,$4962033,branhma01,"['Traded from SAS to WAS July 9, 2025', 'Option exercised October 18, 2024', 'Option exercised October 23, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 8, 2022']"
228,Devin Carter,SAC,$4923720,$5158080,$7370897,,,,$4923720,cartede02,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 9, 2024']"
229,Christian Braun,DEN,$4921797,,,,,,$4921797,braunch01,"['Option exercised October 9, 2024', 'Option exercised October 10, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 3, 2022']"
230,Carter Bryant,SAS,$4900320,$5145360,$5390640,$7983539,,,$10045680,bryanca01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 3, 2025']"
231,Walker Kessler,UTA,$4878938,,,,,,$4878938,kesslwa01,"['Option exercised October 21, 2024', 'Option exercised October 23, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 9, 2022']"
232,Jordan Hawkins,NOP,$4741320,$7021895,,,,,$4741320,hawkijo01,"['Option exercised October 4, 2024', '2025-26 and 2026-27 are team options', 'Signed 4-yr/$21M rookie scale contract July 3, 2023']"
233,Blake Wesley,WAS,$4726328,,,,,,$4726328,weslebl01,"['Signed 1-yr contract July 21, 2025', 'Waived July 19, 2025', 'Traded from SAS to WAS July 9, 2025', 'Option exercised October 18, 2024', 'Option exercised October 23, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 5, 2022']"
234,Bub Carrington,WAS,$4677600,$4900560,$7257730,,,,$4677600,carrica01,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 7, 2024']"
235,Thomas Sorber,OKC,$4655040,$4887720,$5120400,$7849573,,,$9542760,sorbeth01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 3, 2025']"
236,Kobe Bufkin,ATL,$4503720,$6904203,,,,,$4503720,bufkiko01,"['Option exercised October 30, 2024', '2025-26 and 2026-27 are team options', 'Signed rookie scale contract on July 3, 2023']"
237,Jose Alvarado,NOP,$4500000,$4500000,,,,,$4500000,alvarjo01,"['2026-27 is a player option', 'Signed 2-yr/$9M contract extension September 30, 2024']"
238,Nikola Jović,MIA,$4445417,,,,,,$4445417,jovicni01,"['Option exercised September 5, 2024', 'Option exercised October 3, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 2, 2022']"
